"date","rang","plat"
"03/10/2016",3,"Salade verte"
"03/10/2016",6,"Coulis de fruit ( menus)"
"03/10/2016",6,"Fromage blanc "
"04/10/2016",1,"Choux blancs bio° à la mimolette"
"04/10/2016",2,"Sauté de canard sauce maraichère"
"04/10/2016",3,"Frites"
"04/10/2016",6,"Raisin"
"05/10/2016",1,"Salade verte aux noix"
"05/10/2016",2,"Jambon blanc"
"05/10/2016",3,"Lentilles bio"
"05/10/2016",5,"Morbier"
"05/10/2016",6,"Banane"
"06/10/2016",1,"Radis"
"06/10/2016",2,"Rôti de dinde au jus"
"06/10/2016",3,"Galettes de légumes"
"06/10/2016",5,"Cantal"
"06/10/2016",6,"Tarte aux pommes"
"07/10/2016",1,"Taboulé"
"07/10/2016",2,"Poisson pané"
"07/10/2016",3,"Purée de légumes verts"
"07/10/2016",5,"Fromage Le Mouillotin"
"07/10/2016",6,"Poire"
"10/10/2016",1,"Houmous"
"10/10/2016",1,"Tortillas nature"
"10/10/2016",2,"Filet de poulet aux senteurs boisées"
"10/10/2016",3,"Poêlée de légumes"
"10/10/2016",5,"Fromage Belle de Nantes°"
"10/10/2016",6,"Clémentines"
"11/10/2016",1,"Demi-pamplemousse"
"11/10/2016",2,"Rôti de porc au jus°"
"11/10/2016",3,"Lentilles bio"
"11/10/2016",6,"Yaourt  fermier  bio°"
"12/10/2016",1,"Tarte au fromage "
"12/10/2016",2,"Sauté de boeuf* sauce mexicaine"
"12/10/2016",3,"Haricots verts/haricots beurre"
"12/10/2016",6,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)"
"12/10/2016",8,"Biscuit"
"13/10/2016",1,"Salade carnaval au soja"
"13/10/2016",2,"Filet de poisson meunière"
"13/10/2016",3,"Purée de courge ""maison"""
"13/10/2016",6,"Gâteau aux légumineuses"
"13/10/2016",8,"Lait bio"
"14/10/2016",1,"Salade verte aux noix et chèvre"
"14/10/2016",2,"Sauce au curry menu"
"14/10/2016",3,"Carottes à l'indienne"
"14/10/2016",3,"Galette de céréales et légumineuses"
"14/10/2016",6,"Pomme bio°"
"17/10/2016",1,"Roulé au fromage"
"17/10/2016",2,"Jambon fumé "
"17/10/2016",3,"Petits pois"
"17/10/2016",5,"Edam"
"17/10/2016",6,"Poire"
"18/10/2016",1,"Choux rouge bio au thon"
"18/10/2016",2,"Tortis à la bolognaise* et gruyère râpé"
"18/10/2016",6,"Purée de pommes bio°"
"19/10/2016",1,"Carottes râpées bio"
"19/10/2016",2,"Rôti de boeuf*"
"19/10/2016",3,"Frites"
"19/10/2016",6," -"
"19/10/2016",6,"Île flottante"
"20/10/2016",1,"Pizza au fromage"
"20/10/2016",2,"Émincé de volaille sauce crème"
"20/10/2016",3,"Poêlée forestière"
"20/10/2016",5,"Camembert"
"20/10/2016",6,"Orange"
"21/10/2016",1,"Choux blancs bio° à la mimolette"
"21/10/2016",2,"Dos de lieu au poivre rose"
"21/10/2016",3,"Riz basmati"
"21/10/2016",6,"Cocktail de fruits au sirop"
"24/10/2016",1,"Radis"
"24/10/2016",2,"Pâtes bio à la bolognaise au gruyère râpé"
"24/10/2016",6,"Yaourt aromatisé"
"25/10/2016",1,"Crêpe au fromage"
"25/10/2016",2,"Saucisse knacks bio°"
"25/10/2016",3,"Marmelade de pomme"
"25/10/2016",5,"Saint-Paulin "
"25/10/2016",6,"Banane"
"26/10/2016",1,"Concombres"
"26/10/2016",2,"Poisson pané"
"26/10/2016",3,"Gratin de choux fleurs"
"26/10/2016",5,"Chèvre frais"
"26/10/2016",6,"Eclair au chocolat"
"27/10/2016",1,"Filet de maquereau à la tomate "
"27/10/2016",2,"Pilon de poulet confit"
"27/10/2016",3,"Pommes rissolées"
"27/10/2016",5,"Tomme noire"
"27/10/2016",6,"Clémentines"
"28/10/2016",1,"Salade verte au surimi"
"28/10/2016",2,"Tortilla aux pommes de terre"
"28/10/2016",3,"Purée de légumes verts"
"28/10/2016",6,"Madeleine"
"28/10/2016",6,"Crème dessert vanille"
"02/11/2016",1,"Betteraves"
"02/11/2016",2,"Paëlla au poisson"
"02/11/2016",5,"Emmental"
"02/11/2016",6,"Kiwi bio°"
"03/11/2016",1,"Salade verte aux dés de chèvre "
"03/11/2016",2,"Raviolis de légumes "
"03/11/2016",6,"Compote pomme  / abricot bio"
"04/11/2016",1,"Céleri rémoulade bio"
"04/11/2016",2,"Filet de poisson meunière"
"04/11/2016",3,"Courgettes à la tomate"
"04/11/2016",5,"Gouda"
"04/11/2016",6,"tarte pomme speculoos"
"07/11/2016",0,"Potage tomate/vermicelle"
"07/11/2016",2,"Haché de poulet*"
"07/11/2016",2,"sauce au poivre"
"07/11/2016",3,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)"
"07/11/2016",5,"Morbier"
"07/11/2016",6,"Banane"
"08/11/2016",1,"Salade de mâche au thon"
"08/11/2016",2,"Boulettes de boeuf sauce tomate"
"08/11/2016",3,"Frites"
"08/11/2016",6,"Crème dessert végétal au chocolat"
"09/11/2016",1,"Oeufs durs à la mayonnaise"
"09/11/2016",2,"Sauce tomate  menu (pour poisson)"
"09/11/2016",2,"Poisson pané"
"09/11/2016",3,"MELANGE DE TROIS RIZ"
"09/11/2016",5,"Chèvre"
"09/11/2016",6,"Poire"
"10/11/2016",1,"Choux blancs bio° à la mimolette"
"10/11/2016",2,"Rôti de boeuf*"
"10/11/2016",3,"Purée aux quatres légumes verts"
"10/11/2016",6,"Gateau au lait 500 gr"
"10/11/2016",8,"Lait bio"
"14/11/2016",1,"Demi-pamplemousse"
"14/11/2016",2,"Sauté de porc bio aux pruneaux"
"14/11/2016",3,"Purée de pommes de terre"
"14/11/2016",6,"Yaourt fermier bio°"
"15/11/2016",1,"Betteraves aux dés de gruyère"
"15/11/2016",2,"Paëlla au poulet"
"15/11/2016",6,"Clémentines"
"16/11/2016",1,"Rillettes de thon avec citrons et salade"
"16/11/2016",2,"Timbale de pâtes aux lardons "
"16/11/2016",6,"Crème dessert vanille"
"17/11/2016",1,"Salade verte aux noix"
"17/11/2016",2,"Saute de veau"
"17/11/2016",3,"Galettes de légumes"
"17/11/2016",5,"Fromage Belle de Nantes°"
"17/11/2016",6,"Beignet au chocolat"
"18/11/2016",1,"Salade de pâtes Napoli"
"18/11/2016",2,"Filet de lieu au beurre blanc"
"18/11/2016",3,"Poêlée de légumes"
"18/11/2016",5,"Camembert"
"18/11/2016",6,"Pomme bio°"
"21/11/2016",0,"croûtons"
"21/11/2016",1,"Potage de légumes"
"21/11/2016",2,"Omelette bio"
"21/11/2016",3,"Ratatouille"
"21/11/2016",5,"Emmental"
"21/11/2016",6,"Banane"
"22/11/2016",1,"Salade de lentilles bio (lentilles bio, concombres, tomates)"
"22/11/2016",2,"Saucisses de porc bio"
"22/11/2016",3,"Marmelade de pomme"
"22/11/2016",5,"Fromage Chanteneige"
"22/11/2016",6,"Poire"
"23/11/2016",1,"Pizza au fromage"
"23/11/2016",2,"Pilon de poulet confit"
"23/11/2016",3,"Haricots verts/haricots beurre"
"23/11/2016",5,"Edam"
"23/11/2016",6,"Orange"
"24/11/2016",1,"Choux rouges au surimi"
"24/11/2016",2,"Sauté de boeuf* bourguignon"
"24/11/2016",3,"Pommes noisettes"
"24/11/2016",6,"Crème dessert caramel"
"25/11/2016",1,"Carottes râpées bio"
"25/11/2016",2,"Filet de lieu sauce niçoise"
"25/11/2016",3,"Purée de courge ""maison"""
"25/11/2016",6,"Yaourt aromatisé"
"25/11/2016",6,"Biscuit petit palmier "
"28/11/2016",1,"Radis"
"28/11/2016",2,"Chili con carne* "
"28/11/2016",6," -"
"28/11/2016",6,"Île flottante"
"29/11/2016",8,"menu depannage "
"30/11/2016",1,"Demi-pamplemousse"
"30/11/2016",2,"Sauté de veau* "
"30/11/2016",3,"Céréales gourmandes bio"
"30/11/2016",6,"Suisse aromatisé"
"01/12/2016",1,"Crêpe au fromage"
"01/12/2016",2,"Poulet fermier d'Ancenis"
"01/12/2016",3,"Petits pois"
"01/12/2016",5,"Tomme noire"
"01/12/2016",6,"Poire"
"02/12/2016",1,"Salade carnaval (mais, tomates, concombres) "
"02/12/2016",2,"Poisson pané"
"02/12/2016",3,"Epinards à la crème"
"02/12/2016",6,"Tarte aux pommes"
"02/12/2016",8,"Lait bio"
"05/12/2016",1,"Rosette bio°"
"05/12/2016",2,"Paupiette de volaille aux raisins"
"05/12/2016",3,"Poêlée de légumes"
"05/12/2016",5,"Fromage fondu au chèvre"
"05/12/2016",6,"Clémentines"
"06/12/2016",8,"menu depannage "
"07/12/2016",1,"Carottes râpées bio"
"07/12/2016",2,"Pavé de dinde fermier"
"07/12/2016",3,"Purée de potimarron bio°"
"07/12/2016",5,"Saint-Nectaire"
"07/12/2016",6,"Tarte normande aux pommes"
"08/12/2016",1,"Concombres"
"08/12/2016",2,"Rôti de boeuf*"
"08/12/2016",3,"Gratin dauphinois"
"08/12/2016",6,"Petits suisses aromatisés"
"09/12/2016",1,"Oeuf dur bio° / mayonnaise"
"09/12/2016",2,"Galette de soja à l'indienne"
"09/12/2016",2,"Sauce au curry menu"
"09/12/2016",3,"Riz basmati"
"09/12/2016",6,"Yaourt fermier bio°"
"12/12/2016",1,"Betteraves"
"12/12/2016",2,"Hachis Parmentier*"
"12/12/2016",6,"Coulis de fruit ( menus)"
"12/12/2016",6,"Fromage blanc "
"13/12/2016",1,"Pizza au fromage"
"13/12/2016",2,"Jambon fumé "
"13/12/2016",2,"sauce"
"13/12/2016",3,"Haricots verts/haricots beurre"
"13/12/2016",5,"Camembert"
"13/12/2016",6,"Pomme bio°"
"14/12/2016",1,"Radis"
"14/12/2016",2,"Boulettes de boeuf* en tajine"
"14/12/2016",3,"Semoule bio"
"14/12/2016",5,"Fromage Le Mouillotin"
"14/12/2016",6,"Clémentines"
"15/12/2016",1,"Cake au chevre et tomates confites et son mesclun"
"15/12/2016",2,"Poisson (dorade) sauce Provençal"
"15/12/2016",3,"MELANGE DE TROIS RIZ"
"15/12/2016",6,"Nougat  de noel 2016"
"15/12/2016",6,"Tropézienne"
"15/12/2016",8,"Nectar multifruits en litre "
"16/12/2016",1,"Sardines à l'huile"
"16/12/2016",2,"Tortilla aux pommes de terre"
"16/12/2016",3,"Ratatouille ""maison"""
"16/12/2016",5,"Fromage Belle de Nantes°"
"16/12/2016",6,"Poire"
"19/12/2016",1,"Salade coleslaw"
"19/12/2016",2,"Chili con carne* "
"19/12/2016",6,"Yaourt aux fruits mixés"
"20/12/2016",1,"Roulé au fromage"
"20/12/2016",2,"Sauté de veau* "
"20/12/2016",3,"Poêlée de légumes"
"20/12/2016",5,"Camembert"
"20/12/2016",6,"Orange"
"21/12/2016",1,"Mâche au chèvre"
"21/12/2016",2,"Rôti de porc au jus°"
"21/12/2016",3,"Lentilles bio"
"21/12/2016",6,"Banane"
"22/12/2016",1,"Salade océane"
"22/12/2016",2,"Poulet fermier"
"22/12/2016",3,"Pommes Duchesse"
"22/12/2016",6,"Chocolat de noel"
"22/12/2016",6," -"
"22/12/2016",6,"MUFFIN'S"
"22/12/2016",8,"Brie"
"22/12/2016",8,"Jus d' oranges "
"23/12/2016",1,"Concombres"
"23/12/2016",2,"Filet de poisson meunière"
"23/12/2016",3,"Brocolis"
"23/12/2016",5,"Mimolette"
"23/12/2016",6,"Semoule au lait maison"
"26/12/2016",1,"Tarte au fromage "
"26/12/2016",2,"Sauté de porc BBC°"
"26/12/2016",3,"Carottes"
"26/12/2016",5,"Gouda"
"26/12/2016",6,"Pomme bio°"
"27/12/2016",1,"Macédoine à la mayonnaise"
"27/12/2016",2,"Parmentier de poisson  "
"27/12/2016",3,"Salade verte"
"27/12/2016",6,"Fromage blanc / miel"
"28/12/2016",1,"Salade de pâtes Napoli"
"28/12/2016",2,"Rôti de dinde"
"28/12/2016",3,"Petits pois"
"28/12/2016",5,"Cantal"
"28/12/2016",6,"Salade de fruits frais (ananas, pastèque, melon, pomme, ora)"
"29/12/2016",1,"Choux rouges au surimi"
"29/12/2016",2,"Boulettes de boeuf* en tajine"
"29/12/2016",3,"Semoule bio aux raisons et amandes"
"29/12/2016",6,"Île flottante"
"29/12/2016",6," -"
"30/12/2016",1,"Rillettes de thon et citron"
"30/12/2016",2,"Tortilla aux pommes de terre"
"30/12/2016",3,"Epinards à la crème"
"30/12/2016",5,"Tomme noire"
"30/12/2016",6,"Kiwi bio°"
"02/01/2017",8,"Pique-nique randonneur"
"03/01/2017",1,"Salade coleslaw"
"03/01/2017",2,"Lasagnes* napolitaines"
"03/01/2017",6,"Yaourt fermier bio"
"04/01/2017",1,"Pamplemousse"
"04/01/2017",2,"Jambon fumé "
"04/01/2017",3,"Gratin de pommes de terre"
"04/01/2017",5,"Morbier"
"04/01/2017",6,"Banane"
"05/01/2017",1,"Roulé au fromage"
"05/01/2017",2,"Emincé de volaille au curry"
"05/01/2017",3,"CAROTTES AU BEURRE"
"05/01/2017",5,"Fromage Belle de Nantes°"
"05/01/2017",6,"Litchi frais et clémentine"
"06/01/2017",1,"Salade de mâche et maïs"
"06/01/2017",2,"Poisson meunière"
"06/01/2017",3,"Epinards à la crème"
"06/01/2017",5,"Fromage Le Mouillotin"
"06/01/2017",6,"Galette des rois "
"09/01/2017",1,"Rosette bio°"
"09/01/2017",2,"Haché de poulet*"
"09/01/2017",3,"Flan de potimarron"
"09/01/2017",5,"Edam"
"09/01/2017",6,"Pomme bio°"
"10/01/2017",0,"croûtons"
"10/01/2017",1,"Soupe de poisson"
"10/01/2017",2,"Poisson (cubes+saumon) sauce norvegienne"
"10/01/2017",3,"Gratinée de légumes (pdt, carottes, brocolis)"
"10/01/2017",6,"tarte pomme speculoos"
"10/01/2017",8,"Lait bio"
"11/01/2017",1,"Endives aux dés de chèvre"
"11/01/2017",2,"Filet de poulet"
"11/01/2017",3,"Petits pois"
"11/01/2017",6,"Galette des rois"
"11/01/2017",6,"Biscuits "
"12/01/2017",1,"Carottes râpées bio"
"12/01/2017",1,"Oeufs durs 1/2 par pers"
"12/01/2017",2,"Emincé de boeuf  Stogonoff"
"12/01/2017",3,"Pommes vapeur bio"
"12/01/2017",6,"Coulis de fruit ( menus)"
"12/01/2017",6,"Fromage blanc "
"13/01/2017",8,"menu depannage "
"16/01/2017",1,"Pamplemousse"
"16/01/2017",2,"Escalope de dinde"
"16/01/2017",2,"jus de veau menu"
"16/01/2017",3,"Poêlée de légumes (carottes, haricots verts, pdt, brocolis)"
"16/01/2017",5,"Tomme noire"
"16/01/2017",6,"Eclair au chocolat"
"17/01/2017",1,"Guacamole  et tortillas"
"17/01/2017",2,"Sauce brÉsilienne ( menus)"
"17/01/2017",2,"Saucisse épicée façon Feidjoada"
"17/01/2017",3,"Riz basmati"
"17/01/2017",6,"Salade de fruits exotiques"
"18/01/2017",1,"Céleri rémoulade bio"
"18/01/2017",2,"Parmentier de poisson  "
"18/01/2017",3,"Salade verte"
"18/01/2017",6,"Flan caramel aux oeufs"
"19/01/2017",1,"Salade de pâtes Napoli"
"19/01/2017",2,"Rôti de boeuf*"
"19/01/2017",3,"Gratin de choux fleurs"
"19/01/2017",5,"Emmental"
"19/01/2017",6,"Poire"
"20/01/2017",1,"Macédoine de légumes"
"20/01/2017",2,"Galette de soja  tomate / basilic et sauce tomate"
"20/01/2017",3,"Pâtes bio et gruyère râpé"
"20/01/2017",5,"Mimolette"
"20/01/2017",6,"Kiwi bio°"
"23/01/2017",1,"Betteraves aux dés de gruyère"
"23/01/2017",2,"Hachis Parmentier*"
"23/01/2017",6,"Pomme bio°"
"24/01/2017",1,"Soupe miso et champignons émincés"
"24/01/2017",2,"Sauce aigre douce"
"24/01/2017",2,"Aiguillettes de colin façon tempura"
"24/01/2017",3,"Riz basmati"
"24/01/2017",6,"Briquette de lait"
"25/01/2017",1,"Salade de mâche au thon"
"25/01/2017",2,"Rôti de porc au jus°"
"25/01/2017",3,"Pâtes et gruyère râpé"
"25/01/2017",6,"Poire"
"26/01/2017",1,"Panaché de choux bio râpés au gruyère"
"26/01/2017",2,"Emincé de boeuf* en goulasch"
"26/01/2017",3,"Poêlée de légumes"
"27/01/2017",1,"Taboulé"
"27/01/2017",2,"Tortilla aux pommes de terre"
"27/01/2017",3,"courgettes à la béchamel"
"27/01/2017",5,"Camembert"
"27/01/2017",6,"Orange"
"30/01/2017",1,"Pizza au fromage"
"30/01/2017",2,"Jambon fumé "
"30/01/2017",3,"Purée de courge ""maison"""
"30/01/2017",5,"Gouda"
"30/01/2017",6,"Clémentines"
"31/01/2017",1,"Oeuf dur bio° / mayonnaise"
"31/01/2017",2,"Tagliatelles sauce Marco Polo au saumon"
"31/01/2017",6,"Yaourt aux fruits mixés"
"01/02/2017",1,"Salade de pommes de terre"
"01/02/2017",2,"Escalope de dinde"
"01/02/2017",2,"Jus de volaille menu"
"01/02/2017",3,"Haricots verts/haricots beurre"
"01/02/2017",5,"Saint-Paulin "
"01/02/2017",6,"Kiwi bio°"
"02/02/2017",1,"Choux blancs bio° à la mimolette"
"02/02/2017",2,"Blanquette de veau*"
"02/02/2017",3,"Céréales gourmandes bio"
"02/02/2017",6,"Crêpe et confiture Muroise"
"03/02/2017",0,"croûtons"
"03/02/2017",1,"Potage carottes / croûtons"
"03/02/2017",2,"Omelette bio"
"03/02/2017",3,"Epinards à la crème"
"03/02/2017",5,"Crème de gruyère"
"03/02/2017",6,"Banane"
"06/02/2017",1,"Salade de maïs et betteraves"
"06/02/2017",2,"Poulet fermier d'Ancenis"
"06/02/2017",3,"Petits pois"
"06/02/2017",5,"Fromage Chanteneige"
"06/02/2017",6,"Pomme bio°"
"07/02/2017",8,"menu depannage "
"08/02/2017",1,"Céleri rémoulade bio"
"08/02/2017",2,"Sauté de boeuf au gingembre"
"08/02/2017",3,"Riz basmati"
"08/02/2017",5,"Camembert"
"08/02/2017",6,"Clémentines"
"09/02/2017",1,"Salade de douceur au surimi"
"09/02/2017",2,"Tartiflette aux lardons"
"09/02/2017",6,"Yaourt fermier bio°° / Abricots secs"
"10/02/2017",1,"Carottes râpées bio"
"10/02/2017",2,"Poisson beurre citronné"
"10/02/2017",3,"Ratatouille"
"10/02/2017",5,"Fromage Belle de Nantes°"
"10/02/2017",6,"MUFFIN'S"
